id,age,job,work_experience(months),education,monthly_income,total_loans_count,active_loans_count,max_delay_days,possessions,count_dependents,marrige,credit_score
3284,19,worker,31,none,334357,2,0,11,4,3,single,0.55
3285,50,worker,29,master,229276,4,3,1,4,3,married,0.47
3286,31,student,23,bachelor,95285,2,0,1,3,2,married,0.55
3287,32,entrepreneur,148,master,1486102,5,3,15,11,1,married,0.78
3288,28,entrepreneur,46,bachelor,696816,1,0,25,3,2,married,0.54
3289,32,worker,84,bachelor,298921,1,0,3,5,2,married,0.54
3290,49,worker,29,bachelor,437006,1,0,29,6,1,married,0.36
3291,18,student,18,bachelor,46778,0,0,3,2,1,single,0.43
3292,47,worker,71,master,564958,2,1,4,8,2,married,0.66
3293,38,entrepreneur,180,bachelor,256720,3,2,10,5,1,married,0.58
3294,22,worker,41,bachelor,428568,3,1,13,4,1,single,0.52
3295,24,worker,39,bachelor,339412,3,2,43,2,2,single,0.41
3296,51,worker,44,bachelor,586916,3,2,14,7,1,married,0.53
3297,25,worker,88,master,544095,3,1,5,6,0,single,0.52
3298,23,worker,28,master,464980,1,0,1,1,0,single,0.53
3299,46,worker,85,master,794480,4,2,9,9,3,single,0.61
3300,38,worker,49,phd,307656,1,0,18,5,1,married,0.48
3301,25,entrepreneur,81,bachelor,1224023,7,3,17,8,0,single,0.66
3302,37,entrepreneur,197,bachelor,559299,2,1,12,7,2,single,0.67
3303,24,student,21,bachelor,96208,3,1,14,4,0,single,0.48
3304,46,unemployed,12,bachelor,65365,3,1,1,4,2,single,0.53
3305,45,worker,93,phd,625706,1,0,1,7,4,married,0.64
3306,40,entrepreneur,51,bachelor,645464,1,0,8,7,2,married,0.57
3307,38,entrepreneur,96,master,1404151,2,0,0,12,1,divorsed,0.71
3308,52,worker,99,master,630735,9,3,2,8,2,single,0.71
3309,34,entrepreneur,22,bachelor,1061745,4,3,13,8,0,single,0.58
3310,23,student,20,bachelor,81286,4,2,0,3,0,single,0.62
3311,39,student,8,bachelor,105510,5,2,1,4,1,single,0.48
3312,55,worker,17,bachelor,323773,4,1,15,7,1,married,0.38
3313,24,entrepreneur,165,bachelor,926346,5,1,25,5,2,married,0.52
3314,31,entrepreneur,49,bachelor,957629,2,0,2,7,3,married,0.56
3315,39,worker,8,bachelor,296054,1,0,7,5,1,married,0.53
3316,34,worker,20,master,359873,7,5,21,5,1,married,0.44
3317,25,worker,52,bachelor,484868,3,2,16,4,1,married,0.54
3318,46,unemployed,4,bachelor,58259,2,1,19,5,1,divorsed,0.55
3319,58,worker,59,master,448898,1,0,3,10,2,married,0.53
3320,36,entrepreneur,35,bachelor,687911,2,1,3,7,1,married,0.57
3321,25,worker,16,bachelor,293959,2,1,12,4,0,married,0.53
3322,19,worker,38,bachelor,465053,7,2,7,4,0,single,0.53
3323,37,worker,92,master,223117,4,3,20,3,2,single,0.42
3324,46,unemployed,9,phd,25002,1,0,13,4,2,single,0.49
3325,39,worker,62,bachelor,450933,3,2,4,6,1,married,0.55
3326,34,unemployed,19,bachelor,41297,1,0,17,3,2,married,0.44
3327,29,student,10,bachelor,18757,4,1,25,3,1,single,0.36
3328,24,worker,97,master,451065,5,4,1,2,0,single,0.55
3329,43,entrepreneur,132,bachelor,0,3,2,7,3,0,married,0.61
3330,44,entrepreneur,139,bachelor,612172,5,4,8,5,2,divorsed,0.67
3331,19,unemployed,11,bachelor,80919,2,0,0,2,0,single,0.63
3332,50,student,3,phd,221794,7,4,0,6,2,married,0.45
3333,40,student,11,master,167958,0,0,1,4,2,single,0.54
3334,48,worker,61,bachelor,542135,3,2,18,5,3,married,0.55
3335,21,student,2,none,66662,0,0,10,2,0,single,0.54
3336,21,unemployed,17,bachelor,59059,5,4,1,3,1,single,0.42
3337,33,student,11,bachelor,119808,5,1,9,3,3,married,0.46
3338,40,worker,93,bachelor,446493,3,1,9,6,2,married,0.58
3339,52,student,18,bachelor,73657,0,0,6,5,2,single,0.46
3340,42,worker,82,master,543686,1,0,7,5,3,married,0.58
3341,32,worker,21,bachelor,512991,1,0,11,4,0,married,0.46
3342,24,student,7,master,53924,2,1,23,1,1,single,0.46
3343,47,worker,32,bachelor,483525,3,0,19,7,1,married,0.48
3344,25,worker,75,bachelor,387363,5,3,12,5,1,married,0.49
3345,51,unemployed,9,phd,101546,6,3,19,7,3,married,0.35
3346,32,student,9,bachelor,153690,2,1,9,3,0,single,0.49
3347,50,worker,43,master,481772,3,2,13,8,3,single,0.59
3348,41,unemployed,7,bachelor,47482,1,0,21,3,2,married,0.41
3349,33,entrepreneur,157,bachelor,1366142,3,2,21,8,3,married,0.67
3350,29,unemployed,31,master,69099,2,0,16,2,0,single,0.49
3351,31,unemployed,16,master,23956,1,0,7,2,1,single,0.49
3352,39,worker,63,master,624180,5,3,2,6,2,single,0.49
3353,35,worker,71,bachelor,517607,5,3,18,6,1,married,0.49
3354,29,student,11,bachelor,144411,1,0,14,4,1,single,0.44
3355,33,worker,89,master,758033,5,2,14,6,0,married,0.6
3356,35,entrepreneur,20,bachelor,1303982,4,2,1,10,1,married,0.63
3357,18,worker,53,bachelor,907092,3,1,19,5,2,married,0.53
3358,39,entrepreneur,178,bachelor,1632266,5,2,15,11,2,married,0.76
3359,25,entrepreneur,116,master,1832588,2,1,5,13,1,married,0.75
3360,23,worker,94,master,665945,4,1,6,3,0,single,0.56
3361,18,entrepreneur,100,none,616560,2,1,30,7,0,single,0.48
3362,18,worker,93,bachelor,313500,1,0,0,3,0,single,0.64
3363,21,student,5,none,65257,4,3,1,5,1,single,0.44
3364,27,entrepreneur,169,bachelor,931568,2,1,16,8,2,married,0.74
3365,54,worker,79,bachelor,320502,2,0,9,6,2,married,0.55
3366,29,entrepreneur,114,bachelor,1569207,1,0,0,9,2,married,0.71
3367,36,worker,23,bachelor,356322,5,2,11,6,2,single,0.57
3368,39,worker,48,bachelor,512504,3,2,4,4,2,married,0.57
3369,36,entrepreneur,44,bachelor,923527,5,4,6,8,3,single,0.64
3370,34,worker,58,bachelor,369200,1,0,2,4,3,single,0.6
3371,23,worker,61,bachelor,467050,3,1,1,5,0,married,0.55
3372,49,student,18,master,196413,1,0,5,4,2,married,0.51
3373,53,entrepreneur,98,master,757231,2,1,8,9,2,married,0.6
3374,18,student,4,none,150096,3,1,2,3,0,married,0.56
3375,24,entrepreneur,135,master,1954786,4,1,6,12,0,married,0.79
3376,32,worker,31,bachelor,406620,2,0,8,5,1,single,0.68
3377,25,worker,34,bachelor,120498,3,1,6,3,1,married,0.52
3378,40,unemployed,23,master,17475,3,1,6,3,0,married,0.62
3379,27,student,5,bachelor,203824,5,2,3,2,0,single,0.46
3380,56,worker,59,master,260395,8,4,1,6,2,married,0.48
3381,46,entrepreneur,50,master,488496,2,1,29,9,1,married,0.48
3382,37,entrepreneur,15,bachelor,1151246,5,3,23,10,1,divorsed,0.46
3383,45,worker,63,bachelor,566832,7,2,26,6,1,married,0.54
3384,46,worker,53,master,364368,2,1,7,7,2,married,0.57
3385,29,entrepreneur,71,bachelor,1715597,3,1,3,11,0,single,0.67
3386,26,entrepreneur,37,bachelor,214743,4,2,4,2,0,single,0.52
3387,35,entrepreneur,88,bachelor,467897,2,1,9,7,1,married,0.67
3388,43,worker,45,bachelor,414593,5,2,12,7,1,married,0.56
3389,36,unemployed,21,bachelor,44984,5,3,10,3,2,married,0.37
3390,19,worker,82,none,203855,5,1,1,4,0,single,0.67
3391,26,student,23,master,39646,4,2,22,3,1,married,0.46
3392,34,worker,44,master,452404,2,1,9,5,1,married,0.56
3393,34,student,16,bachelor,51778,2,0,19,1,2,married,0.51
3394,54,student,3,bachelor,170934,3,1,9,7,0,married,0.48
3395,21,worker,44,none,325672,3,1,5,2,0,single,0.51
3396,40,student,15,master,213677,1,0,0,5,1,married,0.61
3397,49,worker,30,bachelor,453465,4,2,3,7,1,divorsed,0.48
3398,57,student,1,bachelor,71631,2,0,2,5,2,married,0.46
3399,30,student,20,bachelor,43216,3,1,32,2,2,married,0.47
3400,39,student,21,bachelor,20360,1,0,5,4,2,married,0.46
3401,40,student,22,master,216151,3,2,23,5,1,married,0.44
3402,36,worker,30,master,752723,1,0,4,6,2,single,0.6
3403,34,worker,83,master,527195,4,1,1,5,1,single,0.55
3404,39,unemployed,13,bachelor,82181,2,1,16,3,1,married,0.41
3405,18,entrepreneur,165,none,340089,4,3,6,1,3,single,0.57
3406,41,entrepreneur,41,bachelor,1470922,2,0,19,11,2,married,0.6
3407,36,student,5,bachelor,56547,4,2,8,3,0,single,0.42
3408,32,worker,91,bachelor,479187,0,0,1,6,4,single,0.68
3409,55,student,6,bachelor,122433,4,2,0,6,2,married,0.6
3410,28,entrepreneur,114,bachelor,1210639,0,0,1,9,1,married,0.71
3411,30,student,1,master,211737,1,0,3,3,0,married,0.55
3412,54,worker,94,bachelor,404679,1,0,5,8,2,married,0.42
3413,26,student,3,bachelor,170443,3,2,19,2,0,single,0.44
3414,29,student,12,master,113762,5,3,21,4,1,married,0.45
3415,33,unemployed,28,bachelor,90698,1,0,6,4,1,single,0.49
3416,43,entrepreneur,84,master,1319827,3,2,10,11,3,married,0.54
3417,37,entrepreneur,154,master,52730,1,0,1,2,1,married,0.68
3418,22,worker,49,bachelor,440314,0,0,30,5,2,single,0.48
3419,29,entrepreneur,106,bachelor,650265,4,1,4,6,1,single,0.67
3420,28,worker,15,master,640123,0,0,10,5,1,married,0.54
3421,34,unemployed,18,master,74287,1,0,8,2,1,married,0.5
3422,39,worker,42,bachelor,503583,1,0,14,5,3,married,0.47
3423,39,worker,12,bachelor,437927,6,2,48,5,3,married,0.35
3424,18,worker,37,none,429521,2,1,5,3,0,single,0.63
3425,45,worker,16,master,567910,6,3,3,9,1,married,0.46
3426,37,entrepreneur,187,bachelor,1022562,5,1,1,8,1,married,0.76
3427,48,unemployed,30,phd,70884,3,2,15,4,1,married,0.41
3428,39,worker,97,phd,621907,1,0,3,6,0,married,0.62
3429,46,worker,73,master,604842,3,1,5,8,2,married,0.61
3430,39,worker,53,master,546910,2,1,31,6,2,married,0.47
3431,48,entrepreneur,56,bachelor,615843,3,2,29,6,2,married,0.44
3432,40,worker,98,bachelor,399293,2,1,11,7,1,married,0.65
3433,34,student,0,bachelor,150557,5,2,1,3,2,single,0.53
3434,57,worker,9,bachelor,75920,1,0,5,4,4,married,0.52
3435,43,student,14,bachelor,86074,7,6,23,4,2,married,0.44
3436,40,entrepreneur,133,master,353165,3,1,7,5,1,single,0.62
3437,22,worker,95,bachelor,361989,3,1,41,5,1,single,0.41
3438,22,worker,58,master,252570,3,1,2,3,2,single,0.59
3439,37,entrepreneur,137,bachelor,756163,2,1,9,6,2,married,0.64
3440,36,student,15,bachelor,153248,3,1,2,4,2,married,0.59
3441,28,student,3,bachelor,98766,3,2,15,3,0,married,0.41
3442,36,worker,54,phd,147553,2,1,24,4,2,married,0.5
3443,50,student,10,master,98953,2,1,0,3,4,married,0.46
3444,41,worker,49,bachelor,375286,3,1,5,4,2,divorsed,0.51
3445,23,unemployed,28,bachelor,62526,2,0,0,3,0,single,0.51
3446,33,entrepreneur,70,master,882755,3,1,0,8,1,married,0.65
3447,26,entrepreneur,34,bachelor,1399338,4,3,4,9,3,single,0.66
3448,31,unemployed,2,bachelor,74448,4,2,8,2,1,married,0.54
3449,30,worker,73,bachelor,298316,5,3,19,2,2,married,0.46
3450,30,worker,97,bachelor,217037,1,0,29,4,0,married,0.49
3451,22,student,9,bachelor,67264,1,0,3,2,0,single,0.49
3452,33,entrepreneur,116,bachelor,473874,5,3,2,7,0,married,0.61
3453,29,worker,47,bachelor,453337,5,3,1,4,1,single,0.52
3454,18,student,12,none,129555,2,0,0,3,2,single,0.46
3455,55,worker,6,master,458406,7,3,7,8,3,divorsed,0.48
3456,45,worker,81,master,271034,7,5,7,4,2,married,0.49
3457,31,worker,58,bachelor,418686,4,2,0,5,1,single,0.61
3458,35,entrepreneur,179,bachelor,450287,1,0,0,4,0,married,0.69
3459,23,worker,95,bachelor,383640,0,0,4,4,0,married,0.58
3460,51,unemployed,22,bachelor,51193,1,0,0,6,1,married,0.54
3461,53,worker,51,bachelor,244089,4,3,0,5,2,married,0.49
3462,36,entrepreneur,127,bachelor,1319741,1,0,6,10,1,married,0.75
3463,45,unemployed,22,master,45372,3,2,16,6,2,married,0.48
3464,36,unemployed,16,bachelor,74933,2,1,11,4,3,married,0.43
3465,21,student,21,none,150685,1,0,1,2,2,single,0.44
3466,30,student,18,bachelor,83274,1,0,10,3,1,married,0.51
3467,36,worker,57,master,602747,0,0,4,6,1,single,0.58
3468,30,worker,33,bachelor,567124,6,5,0,4,2,single,0.46
3469,32,worker,58,master,438056,4,2,4,6,0,single,0.48
3470,34,unemployed,20,master,119351,5,1,20,3,2,single,0.45
3471,34,student,16,master,107806,4,1,2,4,0,married,0.45
3472,35,worker,69,bachelor,343302,7,4,6,4,1,married,0.64
3473,24,student,5,bachelor,86293,3,2,4,3,2,single,0.42
3474,27,entrepreneur,153,master,1356170,2,0,16,10,2,single,0.73
3475,22,unemployed,17,bachelor,17722,4,1,9,4,2,single,0.47
3476,44,worker,22,bachelor,540940,6,4,5,7,1,married,0.43
3477,18,student,5,none,78024,3,2,5,2,1,single,0.54
3478,46,entrepreneur,24,phd,741572,1,0,23,7,2,married,0.44
3479,48,worker,58,bachelor,388698,1,0,2,7,2,married,0.71
3480,31,worker,14,bachelor,572689,4,2,0,5,0,single,0.49
3481,18,entrepreneur,183,none,1038239,2,0,19,7,0,single,0.78
3482,31,unemployed,30,bachelor,10182,1,0,6,2,1,married,0.47
3483,34,worker,31,master,689451,1,0,0,7,2,single,0.65
3484,24,worker,82,bachelor,338442,2,0,23,4,0,single,0.53
3485,29,worker,24,bachelor,508685,5,3,9,5,2,married,0.41
3486,50,worker,53,bachelor,375084,1,0,2,5,2,married,0.67
3487,41,worker,86,master,281769,5,3,11,5,2,married,0.46
3488,25,worker,85,master,815898,3,1,3,7,0,married,0.64
3489,19,student,13,bachelor,112909,3,2,4,1,0,married,0.44
3490,31,worker,84,master,411712,3,1,4,4,1,married,0.6
3491,32,student,11,bachelor,61637,4,3,13,3,3,married,0.46
3492,39,worker,80,master,557031,2,1,1,5,2,married,0.6
3493,29,worker,74,bachelor,308691,1,0,3,3,3,married,0.52
3494,40,worker,16,master,615423,3,1,23,6,1,single,0.43
3495,54,worker,88,master,424395,4,3,21,8,4,single,0.5
3496,43,worker,31,bachelor,769157,2,1,35,7,2,married,0.39
3497,34,entrepreneur,37,master,250547,2,0,0,5,2,married,0.6
3498,33,worker,22,bachelor,302051,1,0,1,4,0,married,0.49
3499,31,unemployed,30,master,50837,3,0,34,2,0,single,0.41
3500,46,worker,88,bachelor,244534,4,2,3,3,1,divorsed,0.54
3501,28,worker,49,bachelor,378127,3,1,12,6,1,married,0.64
3502,35,student,19,phd,150164,3,0,29,4,2,single,0.43
3503,35,worker,28,master,466516,2,1,17,5,1,married,0.53
3504,29,entrepreneur,36,master,1043325,2,1,4,9,0,married,0.58
3505,21,unemployed,27,bachelor,26981,4,2,9,2,2,single,0.51
3506,38,unemployed,4,master,38474,2,1,5,3,2,married,0.47
3507,34,worker,81,master,990554,2,1,3,10,0,married,0.64
3508,40,worker,70,bachelor,261286,3,1,13,5,0,married,0.55
3509,29,worker,7,master,568989,4,2,39,7,0,married,0.3
3510,47,worker,79,master,389704,2,1,6,8,1,single,0.55
3511,26,student,1,master,39261,3,2,8,2,1,single,0.41
3512,52,entrepreneur,43,phd,2110884,3,1,5,15,2,single,0.8
3513,18,unemployed,24,none,54436,2,1,37,3,0,single,0.42
3514,39,worker,79,bachelor,487232,5,4,12,7,2,married,0.49
3515,39,worker,60,phd,707021,3,1,6,7,1,married,0.62
3516,27,student,17,bachelor,70943,2,0,14,3,0,married,0.44
3517,39,worker,70,master,357781,3,1,1,5,1,married,0.62
3518,47,worker,37,bachelor,459173,1,0,0,6,2,married,0.63
3519,18,unemployed,4,none,104507,3,1,7,1,0,single,0.46
3520,40,worker,81,master,664306,8,6,11,8,2,married,0.48
3521,18,worker,87,none,279475,4,1,1,5,3,single,0.6
3522,25,worker,99,bachelor,451211,4,2,3,4,2,married,0.6
3523,51,student,12,bachelor,145236,1,0,39,6,3,married,0.36
3524,29,unemployed,21,bachelor,77435,1,0,1,3,2,married,0.56
3525,23,worker,8,master,290288,3,1,1,4,1,single,0.53
3526,33,unemployed,20,bachelor,26779,2,1,4,2,2,single,0.53
3527,55,worker,47,bachelor,330239,3,2,71,7,2,divorsed,0.22
3528,18,entrepreneur,51,none,486600,4,1,3,3,2,married,0.58
3529,24,student,9,master,61609,6,3,2,2,1,single,0.43
3530,49,worker,71,master,410775,4,2,1,7,1,married,0.56
3531,53,entrepreneur,71,phd,1502886,1,0,15,14,1,married,0.69
3532,33,entrepreneur,22,bachelor,1799556,0,0,18,11,3,married,0.51
3533,22,entrepreneur,131,bachelor,804145,5,3,12,6,1,single,0.68
3534,55,student,0,master,137498,2,0,21,8,3,married,0.43
3535,50,unemployed,25,bachelor,83411,2,1,23,5,1,married,0.36
3536,41,unemployed,9,bachelor,105959,0,0,15,2,3,single,0.49
3537,26,student,12,bachelor,46959,2,1,10,1,1,married,0.47
3538,34,unemployed,27,bachelor,75661,5,2,14,4,1,single,0.47
3539,33,worker,90,bachelor,650362,3,1,32,6,2,single,0.51
3540,38,worker,67,bachelor,450692,3,2,12,5,1,single,0.5
3541,49,worker,79,bachelor,614025,4,2,13,10,2,single,0.54
3542,43,unemployed,11,bachelor,32385,3,1,4,4,0,married,0.49
3543,24,student,13,master,111623,3,0,6,3,1,married,0.53
3544,48,worker,32,bachelor,115670,2,0,32,5,3,married,0.37
3545,38,worker,72,bachelor,342902,3,1,21,4,2,married,0.47
3546,41,worker,33,bachelor,393390,3,2,1,6,1,married,0.61
3547,49,worker,71,master,409453,7,4,1,6,2,married,0.57
3548,23,student,18,bachelor,124822,6,4,6,2,2,single,0.46
3549,34,entrepreneur,118,master,1161166,8,2,1,8,2,married,0.8
3550,29,unemployed,20,master,95256,2,0,32,2,0,single,0.42
3551,19,entrepreneur,146,none,1054317,4,1,14,6,0,single,0.76
3552,38,entrepreneur,106,bachelor,845172,5,3,18,7,0,married,0.6
3553,60,worker,19,bachelor,340767,3,1,10,7,4,married,0.52
3554,18,worker,44,bachelor,327376,4,2,15,3,0,single,0.59
3555,34,worker,78,master,781251,0,0,2,5,2,single,0.61
3556,41,student,22,bachelor,36986,5,2,43,1,2,single,0.26
3557,36,unemployed,29,bachelor,34892,3,1,8,1,1,single,0.53
3558,33,student,11,bachelor,102365,1,0,4,3,3,single,0.49
3559,22,unemployed,28,bachelor,73130,0,0,43,3,0,single,0.36
3560,37,student,5,master,143053,4,3,0,4,0,divorsed,0.49
3561,27,entrepreneur,197,bachelor,317215,3,2,11,5,2,married,0.63
3562,18,student,23,none,88834,1,0,17,2,1,single,0.43
3563,46,student,6,bachelor,98825,2,0,0,4,2,married,0.52
3564,44,entrepreneur,97,bachelor,18639,3,1,16,3,3,single,0.49
3565,35,worker,9,bachelor,269237,5,3,12,6,0,married,0.47
3566,37,entrepreneur,59,master,68630,5,2,3,6,1,married,0.54
3567,45,worker,12,bachelor,411876,4,2,1,6,1,married,0.59
3568,37,student,7,bachelor,55360,1,0,14,4,0,single,0.45
3569,44,unemployed,7,master,125834,1,0,25,3,3,single,0.45
3570,32,worker,63,bachelor,481757,4,2,5,3,1,married,0.59
3571,48,entrepreneur,196,master,1456281,3,2,8,13,1,married,0.82
3572,38,worker,40,bachelor,654890,1,0,5,5,0,married,0.62
3573,36,worker,78,master,392358,3,2,14,6,1,married,0.52
3574,22,worker,18,bachelor,405544,3,1,19,6,1,single,0.42
3575,37,student,6,master,12559,1,0,9,5,0,married,0.48
3576,26,worker,89,bachelor,313013,5,4,6,3,1,married,0.58
3577,28,worker,26,bachelor,444786,3,1,12,4,1,married,0.45
3578,26,worker,52,master,620333,2,1,5,5,1,single,0.61
3579,24,worker,88,bachelor,569277,4,1,9,4,0,married,0.58
3580,56,worker,7,master,757467,0,0,7,9,1,married,0.59
3581,48,student,11,master,36113,1,0,1,6,3,divorsed,0.52
3582,54,worker,35,master,206850,4,3,5,8,1,divorsed,0.56
3583,22,worker,92,master,764637,4,2,3,7,3,single,0.71
3584,35,student,22,bachelor,51185,2,1,3,4,0,married,0.45
3585,22,student,7,bachelor,101588,4,2,0,4,2,single,0.45
3586,28,student,12,bachelor,63725,1,0,17,0,2,married,0.47
3587,25,unemployed,0,bachelor,47888,4,3,0,2,0,married,0.5
3588,47,entrepreneur,103,bachelor,1186514,7,4,14,9,2,married,0.59
3589,31,student,23,master,155578,5,3,1,2,1,married,0.5
3590,45,student,9,master,97945,2,1,27,4,3,married,0.34
3591,41,entrepreneur,39,phd,2227219,4,2,16,15,1,married,0.61
3592,58,worker,99,phd,973788,0,0,1,10,3,married,0.68
3593,20,entrepreneur,128,none,1485983,1,0,16,8,0,single,0.77
3594,47,unemployed,23,bachelor,81962,4,1,4,4,4,married,0.47
3595,46,worker,98,master,661864,6,3,24,7,3,married,0.56
3596,25,student,1,master,166146,3,1,7,1,1,single,0.48
3597,45,entrepreneur,190,bachelor,1518980,3,1,13,13,3,married,0.86
3598,38,unemployed,21,bachelor,25053,3,2,0,3,1,married,0.49
3599,32,worker,94,bachelor,253787,3,1,0,3,1,married,0.63
3600,26,worker,83,bachelor,335678,2,1,0,5,1,single,0.59
3601,27,worker,79,bachelor,578073,4,1,0,4,1,married,0.63
3602,55,worker,79,bachelor,377087,3,2,8,8,3,married,0.61
3603,35,entrepreneur,147,master,994854,3,1,15,8,0,married,0.56
3604,42,unemployed,13,bachelor,28390,4,3,0,2,3,divorsed,0.56
3605,27,worker,50,master,385438,1,0,3,5,0,married,0.56
3606,27,entrepreneur,49,bachelor,0,1,0,6,1,2,married,0.48
3607,45,student,20,phd,190501,5,1,7,5,3,divorsed,0.61
3608,21,student,12,none,91713,4,2,10,1,2,single,0.45
3609,30,worker,72,master,369341,3,1,0,5,2,married,0.63
3610,35,student,19,bachelor,157623,1,0,14,3,0,divorsed,0.48
3611,36,worker,66,master,417608,2,0,1,5,3,married,0.62
3612,33,worker,18,master,584170,3,0,5,7,2,married,0.53
3613,38,entrepreneur,130,bachelor,1134563,1,0,3,8,0,married,0.78
3614,41,entrepreneur,98,bachelor,1068183,2,1,6,8,0,married,0.78
3615,42,worker,88,bachelor,396256,3,2,2,4,0,single,0.56
3616,25,student,15,bachelor,101008,4,3,12,1,0,single,0.53
3617,32,worker,52,bachelor,320441,6,4,9,5,0,married,0.52
3618,46,unemployed,14,master,48119,4,2,9,4,0,married,0.4
3619,43,worker,59,bachelor,424815,0,0,12,6,2,married,0.48
3620,21,student,6,none,0,0,0,2,0,0,single,0.55
3621,38,student,19,master,142770,5,3,8,4,2,married,0.43
3622,18,worker,77,none,309034,4,1,8,2,2,married,0.58
3623,35,student,22,bachelor,48522,5,3,10,2,1,married,0.48
3624,53,entrepreneur,169,master,257426,4,2,15,6,0,married,0.68
3625,25,entrepreneur,22,bachelor,1493407,2,1,23,9,0,married,0.53
3626,26,worker,40,bachelor,132612,3,2,1,1,1,married,0.51
3627,42,worker,32,bachelor,566788,2,1,1,5,3,married,0.62
3628,19,student,20,bachelor,62836,6,2,1,1,0,single,0.51
3629,28,unemployed,2,master,31252,2,0,22,4,2,married,0.42
3630,40,worker,52,bachelor,250652,3,2,4,6,3,single,0.54
3631,28,worker,55,bachelor,439042,3,2,11,3,2,single,0.51
3632,32,worker,13,bachelor,133281,3,2,4,2,0,married,0.53
3633,42,worker,60,phd,495796,7,3,6,4,1,married,0.58
3634,39,worker,82,phd,667050,4,3,9,7,1,single,0.66
3635,37,worker,47,bachelor,488281,3,1,5,5,0,married,0.51
3636,31,worker,72,bachelor,11974,4,3,0,3,2,single,0.58
3637,38,worker,25,bachelor,328858,0,0,8,4,1,married,0.53
3638,33,worker,50,bachelor,286622,2,0,21,5,1,single,0.59
3639,39,student,2,bachelor,125973,4,2,7,4,0,married,0.46
3640,30,worker,82,master,490923,4,2,23,5,0,married,0.52
3641,33,worker,25,bachelor,356517,3,2,8,4,0,single,0.46
3642,25,worker,29,bachelor,319307,4,2,11,6,0,married,0.48
3643,34,unemployed,24,bachelor,46384,7,6,3,3,3,married,0.52
3644,26,student,22,master,102119,0,0,5,2,0,single,0.5
3645,23,student,8,bachelor,120133,4,1,9,3,2,single,0.48
3646,37,student,15,bachelor,160800,0,0,15,2,2,married,0.48
3647,37,worker,60,master,359295,3,2,12,4,1,married,0.51
3648,42,worker,77,bachelor,399658,3,1,10,6,3,single,0.59
3649,30,entrepreneur,69,bachelor,1133538,6,5,29,9,0,single,0.53
3650,39,student,11,bachelor,104395,2,1,0,4,0,married,0.57
3651,40,worker,93,bachelor,347117,3,1,22,3,0,married,0.53
3652,39,entrepreneur,60,bachelor,1127166,1,0,5,9,1,married,0.63
